0,92,67
1,91,66
2,90,66
3,90,65
4,90,65
5,88,65
6,89,65
7,88,64
8,87,65
9,89,64
10,87,64
11,85,64
12,87,65
13,86,65
14,85,63
15,87,63
16,84,62
17,85,60
18,84,61
19,85,63
20,85,62
21,86,64
22,87,63
23,90,62
24,92,64
25,93,62
26,90,63
27,92,60
28,93,58
29,93,59
30,95,59
31,93,59
32,96,60
33,95,60
34,94,58
35,95,60
36,95,58
37,94,61
38,96,62
39,94,63
40,94,62
41,92,62
42,93,61
43,92,64
44,90,64
45,86,64
46,84,65
47,82,66
48,80,67
49,77,66
50,74,69
51,74,66
52,71,68
53,70,69
54,67,71
55,67,73
56,65,72
57,65,72
58,63,73
59,61,75
60,63,73
61,62,72
62,61,72
63,61,74
64,62,75
65,62,75
66,62,73
67,62,73
68,60,72
69,62,72
70,65,71
71,62,70
72,64,71
73,63,69
74,64,68
75,63,65
76,64,65
77,68,64
78,67,64
79,68,63
80,68,62
81,70,62
82,70,59
83,72,58
84,76,59
85,80,59
86,82,59
87,86,55
88,88,55
89,93,56
90,99,57
91,105,58
92,108,59
93,108,60
94,109,60
95,108,61
96,110,63
97,109,62
98,108,62
99,108,63
100,106,63
101,107,63
102,105,64
103,102,63
104,101,63
105,97,65
106,95,66
107,92,64
108,90,64
109,87,62
110,86,62
111,83,63
112,82,62
113,80,59
114,80,60
115,79,59
116,78,59
117,78,58
118,77,59
119,76,57
120,76,56
121,76,56
122,75,59
123,76,59
124,76,58
125,74,57
126,74,57
127,76,56
128,75,56
129,75,55
130,74,55
131,74,55
132,73,54
133,72,55
134,74,55
135,74,55
136,74,55
137,74,55
138,75,55
139,77,55
140,77,55
141,77,55
142,79,55
143,80,56
144,79,55
145,79,55
146,80,55
147,80,55
148,80,55
149,81,56
150,79,55
151,81,54
152,81,55
153,82,56
154,82,54
155,81,57
156,81,55
157,81,55
158,81,55
159,82,55
160,80,54
161,82,57
162,82,55
163,81,56
164,81,55
165,82,56
166,83,58
167,81,58
168,84,59
169,84,58
170,84,59
171,83,63
172,83,65
173,85,64
174,85,65
175,86,66
176,86,66
177,84,64
178,85,64
179,85,65
180,86,64
181,87,64
182,87,66
183,88,65
184,89,66
185,90,66
186,92,68
187,92,68
188,93,72
189,93,71
190,94,72
191,96,71
192,97,72
193,95,74
194,97,73
195,102,77
196,102,79
197,105,80
198,106,80
199,105,78
200,107,80
201,108,83
202,110,83
203,110,82
204,109,83
205,110,81
206,113,83
207,113,81
208,115,77
209,117,78
210,115,76
211,115,75
212,108,73
213,104,70
214,100,73
215,95,73
216,94,70
217,88,71
218,84,69
219,83,66
220,79,70
221,76,67
222,73,67
223,70,68
224,68,68
225,68,67
226,67,66
227,65,67
228,65,68
229,64,67
230,65,65
231,67,66
232,68,66
233,71,65
234,69,63
235,73,66
236,73,66
237,75,66
238,78,66
239,79,69
240,81,67
241,82,68
242,84,70
243,85,69
244,86,69
245,88,70
246,89,71
247,89,71
248,90,70
249,90,70
250,88,68
251,87,68
252,85,68
253,85,69
254,84,70
255,84,71
256,85,70
