0,92,67
1,89,71
2,89,71
3,89,71
4,89,71
5,89,71
6,89,71
7,89,71
8,89,71
9,89,71
10,89,70
11,89,70
12,90,69
13,90,68
14,90,68
15,91,67
16,91,67
17,91,66
18,91,66
19,92,65
20,92,65
21,93,64
22,93,64
23,94,63
24,94,63
25,95,62
26,95,62
27,95,61
28,96,61
29,96,61
30,96,60
31,96,60
32,97,60
33,97,60
34,97,60
35,97,60
36,97,60
37,97,61
38,97,61
39,96,61
40,95,61
41,94,62
42,93,63
43,91,63
44,88,64
45,85,65
46,83,66
47,80,67
48,77,68
49,74,69
50,72,70
51,69,72
52,67,73
53,65,74
54,63,74
55,63,74
56,63,74
57,64,74
58,65,74
59,66,74
60,67,74
61,68,74
62,68,74
63,69,74
64,69,73
65,69,73
66,69,73
67,68,73
68,69,73
69,69,73
70,69,73
71,70,72
72,70,71
73,71,70
74,71,68
75,72,67
76,73,66
77,74,65
78,75,64
79,77,63
80,79,62
81,81,61
82,83,60
83,86,60
84,88,60
85,91,59
86,94,59
87,97,59
88,99,59
89,102,59
90,104,58
91,105,58
92,107,58
93,108,58
94,108,58
95,109,58
96,109,58
97,108,58
98,107,58
99,106,59
100,104,60
101,102,61
102,100,61
103,97,62
104,94,62
105,92,62
106,89,62
107,87,62
108,86,62
109,84,62
110,83,62
111,82,61
112,81,61
113,80,61
114,79,60
115,79,60
116,79,60
117,78,59
118,78,59
119,78,60
120,78,60
121,78,60
122,78,60
123,78,60
124,78,60
125,78,60
126,78,60
127,78,60
128,78,60
129,78,60
130,78,60
131,77,60
132,77,60
133,77,59
134,77,59
135,77,59
136,78,60
137,78,60
138,79,60
139,80,60
140,80,59
141,81,59
142,82,59
143,82,59
144,83,59
145,83,59
146,84,59
147,84,58
148,84,58
149,84,58
150,84,58
151,84,58
152,84,58
153,84,58
154,84,58
155,84,58
156,84,58
157,84,58
158,84,58
159,84,59
160,84,59
161,84,60
162,84,60
163,84,61
164,84,61
165,84,61
166,85,61
167,85,61
168,85,62
169,85,62
170,85,63
171,86,64
172,86,64
173,86,65
174,86,65
175,86,66
176,87,66
177,87,66
178,87,66
179,87,66
180,88,65
181,88,65
182,89,65
183,89,65
184,90,65
185,91,65
186,92,66
187,93,66
188,94,67
189,96,68
190,99,70
191,100,71
192,102,72
193,103,72
194,105,73
195,107,75
196,109,75
197,111,77
198,112,78
199,114,79
200,116,80
201,117,80
202,118,80
203,119,80
204,120,79
205,121,78
206,122,76
207,122,74
208,121,72
209,119,70
210,116,68
211,112,66
212,107,65
213,103,63
214,98,62
215,92,62
216,88,61
217,84,61
218,80,61
219,76,60
220,73,60
221,71,61
222,69,61
223,68,61
224,67,62
225,66,62
226,66,63
227,67,63
228,68,64
229,70,65
230,72,66
231,75,67
232,78,68
233,80,69
234,83,69
235,85,69
236,87,70
237,89,70
238,91,70
239,92,70
240,94,70
241,95,70
242,95,70
243,96,70
244,96,69
245,96,69
246,96,69
247,95,68
248,95,67
249,94,67
250,93,67
251,92,66
252,91,66
253,90,66
254,89,66
255,88,65
256,87,65
